ROI,ID,subROI,ROI_x1,ROI_y1,ROI_x2,ROI_y2,Angle,Analysis Method,Lower Threshold,Maximum,Centre,Upper Threshold,image path
0,25,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,200,216,217.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,25,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,201,216,217.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,25,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,215,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,25,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,217,212.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,25,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,212,210.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,25,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,185,198,206.0,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,26,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.0,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,183,205,215.35294117647058,251,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,231,224.7037037037037,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,218,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,219,218.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,214,217.5,233,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,215,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,210,212.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,212,209.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,26,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,198,206.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,27,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,202,215.69387755102042,251,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,212,232,226.1304347826087,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,205,224,220.0,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,201,219,218.0,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,214,218.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,214,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,217,213.0,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,191,212,209.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,27,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,185,197,206.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,28,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,218,216.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,182,203,216.03703703703704,251,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,231,224.96153846153845,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,205,218,220.0,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,218,219.0,236,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,214,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,208,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,217,213.0,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,191,213,209.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,28,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,185,196,206.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,29,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.0,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,204,215.5681818181818,250,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,232,224.96153846153845,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,223,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,218.0,233,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,215,218.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,208,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,216,213.0,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,193,213,210.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,29,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,185,197,206.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,30,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,182,201,216.08771929824562,252,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,212,231,225.875,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,205,219,219.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,219,218.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,216,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,212,213.0,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,214,213.02702702702703,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,214,210.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,30,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,197,206.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,31,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,182,203,213.36170212765958,250,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,231,225.28,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,223,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,218,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,201,215,217.96969696969697,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,214,213.0,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,211,213.5,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,193,212,210.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,31,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,197,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,32,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,218,216.0,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,203,214.2340425531915,250,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,232,224.96153846153845,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,217,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,219,218.06060606060606,236,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,214,217.5,233,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,197,213,213.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,193,217,212.5,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,212,210.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,32,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,196,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,33,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,218,216.55555555555554,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,204,213.4,248,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,232,225.28,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,205,218,219.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,218.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,214,218.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,214,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,217,213.0,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,191,212,209.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,33,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,197,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,34,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.0,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,202,213.5,249,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,210,232,224.17857142857142,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,217,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,218.53125,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,214,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,214,212.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,216,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,212,209.97142857142856,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,34,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,195,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,35,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.0,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,182,204,211.7826086956522,248,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,232,225.28,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,205,217,219.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,216,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,216,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,214,213.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,212,213.5,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,213,210.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,35,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,196,206.0,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,36,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,218,216.5,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,183,203,215.0943396226415,250,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,231,225.28,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,205,223,219.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,220,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,214,217.5,233,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,215,213.0,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,216,212.5,231,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,190,212,209.97435897435898,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,36,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,198,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,37,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,219,216.0,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,182,202,212.17391304347825,250,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,231,225.28,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,224,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,220,218.03030303030303,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,215,219.03030303030303,236,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,195,215,213.5,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,209,213.0,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,192,214,210.5,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,37,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,196,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,38,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,219,216.5,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,183,204,214.16,250,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,211,232,225.28,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,3,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,204,218,219.0,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,4,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,202,219,218.5,235,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,5,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,214,218.5,234,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,6,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,196,213,213.0,230,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,7,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,194,216,212.52631578947367,232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,8,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,191,213,209.5,228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,38,9,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,184,196,205.5,227,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,39,0,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,203,218,216.03846153846155,229,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-063646.png
0,39,1,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,183,203,215.54347826086956,252,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-063646.png
0,39,2,494.36186540732,549.3181818181815,814.1540731995276,958.8766233766232,0.0,Centre of peak,212,230,225.875,238,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-063646.png
